x_east_dm,y_north_dm,height_dm,crown_radius_dm,ground_dm
5692,2803,82,14,4306
5696,329,163,66,4947
5698,34,93,28,5005
5703,855,43,15,4765
5705,458,130,34,4912
5705,1502,117,45,4523
5708,1411,73,22,4562
5712,1127,49,17,4667
5714,3150,142,43,4299
5715,950,123,17,4728
5715,1362,81,29,4585
5724,3254,129,51,4296
5725,3494,145,43,4295
5735,1591,139,37,4492
5735,2533,130,31,4316
5736,2732,132,60,4310
5746,830,50,27,4780
5746,911,118,35,4744
5748,1355,69,32,4590
5750,1427,94,32,4564
5752,1524,126,55,4518
5752,2629,96,25,4314
5754,185,115,50,5004
5759,1271,89,53,4622
5759,1475,103,25,4540
5762,9,113,28,5046
5763,1028,155,58,4705
5764,371,156,29,4955
5773,2568,130,48,4319
5773,3388,35,11,4283
5776,526,128,33,4900
5778,293,142,33,4981
5785,3320,40,27,4291
5786,2495,112,41,4322
5790,1167,68,31,4655
5792,2716,101,27,4314
5793,3184,85,25,4301
5796,1453,77,16,4551
5802,956,159,53,4732
5804,824,81,16,4787
5806,1410,53,13,4570
5807,15,117,29,5062
5816,3215,71,19,4301
5818,2533,112,30,4323
5825,538,72,17,4902
5832,163,90,39,5032
5834,1340,104,45,4600
5836,882,156,47,4762
5838,1081,91,28,4686
5838,3562,75,33,4315
5839,53,109,40,5060
5849,422,54,23,4950
5849,1018,139,33,4715
5850,193,83,14,5025
5859,730,141,65,4826
5864,2947,107,45,4309
5865,3288,138,49,4297
5869,1226,105,56,4642
5870,1690,49,10,4457
5871,275,138,35,5003
5875,3474,161,83,4285
5879,2640,152,45,4324
5884,2988,104,26,4307
5885,466,92,37,4934
5888,3238,118,32,4302
5897,541,95,35,4905
5897,602,135,40,4882
5897,2731,41,14,4327
5900,363,140,42,4975
5902,1362,132,73,4597
5903,1174,93,22,4662
5903,1704,38,22,4453
5909,1211,95,35,4649
5911,2495,155,30,4331
5914,311,125,39,4993
5914,2893,101,31,4316
5914,3565,107,38,4320
5923,644,137,37,4866
5926,2947,108,32,4311
5931,203,124,38,5027
5934,703,151,38,4842
5937,3005,103,32,4309
5940,3261,126,47,4301
5943,542,110,35,4908
5944,3099,96,19,4308
5944,3180,55,20,4304
5946,2193,54,36,4349
5946,3318,120,24,4296
5954,931,73,19,4753
5957,2740,84,31,4334
5958,3433,154,34,4287
5969,1302,50,20,4621
5973,2434,91,14,4338
5973,2556,28,15,4334
5975,784,100,39,4809
5980,255,111,19,5007
5981,2094,82,39,4367
5982,3566,98,22,4323
5985,3002,60,23,4312
5985,3491,138,33,4299
5989,2142,70,21,4357
5993,406,114,36,4956
5993,2764,91,41,4334
5993,3666,114,67,4330
5994,2597,31,20,4334
5996,478,154,48,4931
6000,2960,63,18,4315
6000,3393,106,32,4291
6002,3098,125,69,4310
6003,2293,118,50,4343
6008,1311,41,28,4617
6009,2025,82,37,4378
6009,2473,103,39,4337
6011,2672,36,21,4334
6018,3626,90,28,4329
6029,614,149,46,4877
6029,2396,105,44,4351
6033,2545,50,23,4334
6033,2647,45,10,4334
6035,2719,44,22,4334
6037,71,95,29,5049
6038,2093,116,40,4363
6040,3295,105,25,4303
6041,2573,39,10,4335
6041,3576,106,30,4324
6045,1860,135,42,4405
6045,2023,98,23,4377
6047,766,74,26,4820
6056,549,121,24,4900
6056,3152,103,21,4304
6063,3408,116,53,4287
6064,2441,71,21,4352
6065,3215,104,35,4306
6066,3047,133,27,4311
6069,1932,119,16,4390
6070,3547,94,26,4324
6072,2921,87,24,4322
6077,2143,93,31,4353
6081,672,83,27,4851
6082,1818,148,48,4417
6082,2226,108,44,4354
6082,2761,135,43,4333
6083,3331,127,51,4304
6084,2649,30,16,4333
6087,1718,75,19,4448
6089,3654,68,23,4330
6090,3099,125,42,4307
6095,457,48,12,4926
6096,2051,86,35,4365
6099,891,134,51,4769
6100,2444,82,35,4354
6106,3587,75,13,4327
6109,974,84,12,4739
6113,3476,163,61,4298
6118,2968,140,40,4321
6124,667,97,22,4851
6125,3204,103,33,4311
6126,536,88,33,4898
6127,1926,144,28,4388
6128,261,137,41,4979
6135,1750,82,26,4435
6140,3391,144,36,4289
6142,1110,162,66,4684
6154,2926,150,55,4322
6154,3130,118,28,4312
6156,2325,60,20,4370
6158,2479,62,35,4349
6162,3020,178,60,4312
6163,2297,69,11,4370
6164,1023,125,23,4716
6166,2450,57,17,4362
6167,2853,85,23,4326
6168,3342,98,28,4300
6169,1865,156,60,4401
6169,2538,38,12,4336
6176,461,74,29,4911
6180,2270,60,13,4370
6193,2238,39,12,4370
6195,919,155,50,4760
6199,1149,126,25,4667
6205,1207,163,44,4645
6206,3193,129,43,4313
6207,2205,31,19,4370
6211,836,142,51,4782
6212,750,115,39,4819
6213,1957,144,56,4370
6215,3135,154,36,4315
6217,2656,76,32,4333
6221,2397,37,16,4371
6222,467,60,19,4900
6224,3019,154,20,4315
6229,316,131,34,4921
6230,1029,167,80,4712
6230,2792,149,61,4329
6237,878,135,15,4770
6242,1822,123,50,4406
6245,2403,38,14,4371
6246,127,99,30,4948
6249,1997,92,14,4377
6254,2512,54,25,4357
6255,2344,67,19,4371
6256,577,89,22,4862
6256,618,39,10,4851
6261,1908,131,45,4376
6268,2949,139,39,4315
6272,2644,49,15,4335
6274,770,77,27,4800
6282,2810,145,26,4327
6283,2377,59,16,4371
6284,2311,58,20,4372
6285,2882,130,14,4319
6289,2679,75,39,4337
6291,357,160,54,4891
6292,866,83,13,4767
6294,1880,97,23,4378
6296,1198,92,32,4641
6299,1698,35,17,4443
6306,2632,43,15,4338
6310,978,116,23,4726
6310,1141,88,36,4663
6312,2465,72,46,4370
6316,1387,130,57,4550
6317,1626,86,51,4466
6322,1811,118,47,4399
6324,2377,61,24,4372
6324,2499,75,21,4368
6329,1950,88,39,4391
6330,142,173,44,4887
6331,1263,81,33,4615
6336,755,84,27,4790
6336,795,94,28,4779
6344,660,57,26,4819
6350,555,78,28,4835
6351,1349,124,38,4568
6351,2332,59,16,4372
6354,1172,119,35,4644
6356,1228,116,29,4622
6356,2599,53,31,4349
6358,1896,91,31,4391
6359,2136,127,41,4375
6367,345,163,65,4852
6371,244,109,15,4859
6372,427,139,28,4844
6372,2516,78,20,4365
6373,2205,138,31,4372
6379,1422,94,26,4528
6380,1708,138,44,4426
6385,517,43,16,4823
6386,1623,148,57,4455
6386,2295,139,37,4372
6387,2479,86,29,4368
6388,650,72,43,4809
6391,1008,147,45,4701
6399,933,112,29,4730
6403,1882,66,19,4402
6405,1240,114,33,4610
6407,1129,142,47,4653
6409,2392,104,31,4371
6412,717,65,21,4779
6418,1804,118,61,4394
6429,1185,126,43,4626
6430,854,128,41,4744
6431,788,77,18,4759
6432,1400,126,29,4529
6435,2246,127,23,4384
6437,168,142,30,4827
6441,2202,118,40,4395
6444,919,122,45,4724
6447,232,43,18,4814
6448,2091,126,35,4403
6458,1335,154,54,4557
6459,1065,108,25,4662
6462,1794,106,23,4407
6469,1006,82,28,4678
6473,641,102,44,4772
6473,2138,99,16,4408
6474,1456,184,57,4498
6475,1863,60,16,4417
6482,1957,66,32,4412
6484,1234,168,51,4595
6494,2056,97,17,4415
6500,556,51,31,4766
6503,1157,146,39,4620
6519,255,147,47,4766
6520,189,100,27,4771
6520,1360,163,52,4524
6521,882,92,28,4710
6529,624,102,49,4748
6529,1754,97,38,4418
6535,1893,57,19,4427
6540,1813,90,31,4432
6543,673,96,32,4738
6545,1443,152,22,4487
6547,1580,134,31,4435
6569,1245,96,24,4556
6570,1673,77,34,4413
6578,534,89,23,4726
6585,979,183,75,4642
6588,883,115,47,4670
6589,1311,105,22,4516
6592,252,76,20,4725
6592,1505,173,39,4450
6598,1399,136,33,4487
6617,1567,194,46,4423
6619,228,96,27,4713
6626,1248,135,39,4532
6629,806,72,19,4672
6641,264,70,22,4701
6642,855,105,14,4645
6644,1462,129,28,4448
6646,1044,158,40,4607
6656,451,49,18,4691
6658,568,60,11,4689
6660,1399,142,21,4457
6661,391,59,34,4690
6671,495,71,36,4682
6677,1332,199,42,4470
6679,1119,203,88,4574
6685,356,45,16,4680
6693,246,113,25,4678
6695,1016,130,32,4589
6698,899,146,45,4601
6698,1251,153,24,4493
6702,289,66,31,4673
6705,381,46,10,4669
6722,416,75,17,4659
6733,847,65,28,4594
6744,946,145,24,4570
6755,1025,133,26,4564
6763,645,116,42,4636
6764,375,133,27,4631
6765,534,110,37,4631
6765,799,36,14,4592
6781,329,143,51,4630
6781,716,61,24,4617
6791,433,118,18,4616
6810,478,138,54,4611
6811,290,124,55,4656
6822,553,136,31,4608
6849,406,91,25,4650
6849,651,134,18,4588
6851,356,107,17,4663
6859,450,115,30,4647
6880,531,111,14,4630
